,id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2,year
234,235,Indore,2011-05-15,BJ Hodge,Holkar Cricket Stadium,0,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,8.0,N,,PR Reiffel,RJ Tucker,2011
235,236,Mumbai,2011-05-16,A Mishra,Dr DY Patil Sports Academy,0,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6.0,N,,S Ravi,SK Tarapore,2011
236,237,Dharamsala,2011-05-17,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Royal Challengers Bengaluru,Kings XI Punjab,bat,Kings XI Punjab,runs,111.0,N,,Asad Rauf,AM Saheba,2011
237,238,Chennai,2011-05-18,WP Saha,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,Chennai Super Kings,runs,11.0,N,,HDPK Dharmasena,RE Koertzen,2011
238,239,Mumbai,2011-05-19,YK Pathan,Dr DY Patil Sports Academy,0,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,N,,S Ravi,SJA Taufel,2011
239,240,Mumbai,2011-05-20,SR Watson,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,10.0,N,,RE Koertzen,PR Reiffel,2011
240,241,Dharamsala,2011-05-21,S Dhawan,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,runs,82.0,N,,Asad Rauf,AM Saheba,2011
241,242,Delhi,2011-05-21,,Feroz Shah Kotla,0,Delhi Capitals,Rising Pune Supergiant,Delhi Capitals,bat,,,,,,SS Hazare,RJ Tucker,2011
242,243,Bengaluru,2011-05-22,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,8.0,N,,K Hariharan,RE Koertzen,2011
243,244,Kolkata,2011-05-22,JEC Franklin,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,N,,SK Tarapore,SJA Taufel,2011
244,245,Mumbai,2011-05-24,SK Raina,"Wankhede Stadium, Mumbai",0,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,N,,Asad Rauf,SJA Taufel,2011
245,246,Mumbai,2011-05-25,MM Patel,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,4.0,N,,Asad Rauf,SJA Taufel,2011
246,247,Chennai,2011-05-27,CH Gayle,"MA Chidambaram Stadium, Chepauk",0,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bengaluru,runs,43.0,N,,Asad Rauf,SJA Taufel,2011
247,248,Chennai,2011-05-28,M Vijay,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Chennai Super Kings,runs,58.0,N,,Asad Rauf,SJA Taufel,2011
248,249,Chennai,2012-04-04,RE Levi,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,N,,JD Cloete,SJA Taufel,2012
249,250,Kolkata,2012-04-05,IK Pathan,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8.0,N,,S Asnani,HDPK Dharmasena,2012
250,251,Mumbai,2012-04-06,SPD Smith,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,Rising Pune Supergiant,runs,28.0,N,,AK Chaudhary,SJA Taufel,2012
251,252,Jaipur,2012-04-06,AM Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,runs,31.0,N,,BF Bowden,SK Tarapore,2012
252,253,Bengaluru,2012-04-07,AB de Villiers,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bengaluru,runs,20.0,N,,S Asnani,S Ravi,2012
253,254,Visakhapatnam,2012-04-07,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,runs,74.0,N,,JD Cloete,HDPK Dharmasena,2012
254,255,Jaipur,2012-04-08,BJ Hodge,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,22.0,N,,BF Bowden,VA Kulkarni,2012
255,256,Pune,2012-04-08,MN Samuels,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,bat,Rising Pune Supergiant,runs,22.0,N,,S Das,SJA Taufel,2012
256,257,Visakhapatnam,2012-04-09,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,5.0,N,,AK Chaudhary,JD Cloete,2012
257,258,Bengaluru,2012-04-10,L Balaji,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,42.0,N,,S Ravi,RJ Tucker,2012
258,259,Delhi,2012-04-10,M Morkel,Feroz Shah Kotla,0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Delhi Capitals,wickets,8.0,N,,Asad Rauf,SK Tarapore,2012
259,260,Mumbai,2012-04-11,KA Pollard,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,27.0,N,,Aleem Dar,BNJ Oxenford,2012
260,261,Chennai,2012-04-12,F du Plessis,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Chennai Super Kings,wickets,5.0,N,,HDPK Dharmasena,RJ Tucker,2012
261,262,Chandigarh,2012-04-12,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,N,,VA Kulkarni,SK Tarapore,2012
262,263,Kolkata,2012-04-13,Shakib Al Hasan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,5.0,N,,Asad Rauf,S Asnani,2012
263,264,Delhi,2012-04-19,KP Pietersen,Feroz Shah Kotla,0,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Delhi Capitals,wickets,5.0,N,,BF Bowden,SK Tarapore,2012
264,265,Pune,2012-04-14,JD Ryder,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Chennai Super Kings,Chennai Super Kings,bat,Rising Pune Supergiant,wickets,7.0,N,,Aleem Dar,BNJ Oxenford,2012
265,266,Kolkata,2012-04-15,SP Narine,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab,runs,2.0,N,,Asad Rauf,S Asnani,2012
266,267,Bengaluru,2012-04-15,AM Rahane,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,59.0,N,,JD Cloete,RJ Tucker,2012
267,268,Mumbai,2012-04-16,S Nadeem,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,N,,BF Bowden,SK Tarapore,2012
268,269,Jaipur,2012-04-17,BJ Hodge,Sawai Mansingh Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,5.0,N,,Aleem Dar,BNJ Oxenford,2012
269,270,Bengaluru,2012-04-17,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Rising Pune Supergiant,Rising Pune Supergiant,bat,Royal Challengers Bengaluru,wickets,6.0,N,,S Asnani,S Das,2012
270,271,Chandigarh,2012-04-18,G Gambhir,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,8.0,N,,JD Cloete,RJ Tucker,2012
271,272,Hyderabad,2012-05-10,DA Warner,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals,wickets,9.0,N,,JD Cloete,SJA Taufel,2012
272,273,Chennai,2012-04-19,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Rising Pune Supergiant,Rising Pune Supergiant,field,Chennai Super Kings,runs,13.0,N,,Asad Rauf,S Das,2012
273,274,Chandigarh,2012-04-20,CH Gayle,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,5.0,N,,S Ravi,RJ Tucker,2012
274,275,Chennai,2012-04-21,F du Plessis,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,7.0,N,,Aleem Dar,BNJ Oxenford,2012
275,276,Delhi,2012-04-21,SC Ganguly,Feroz Shah Kotla,0,Delhi Capitals,Rising Pune Supergiant,Delhi Capitals,field,Rising Pune Supergiant,runs,20.0,N,,Asad Rauf,S Das,2012
276,277,Mumbai,2012-04-22,SE Marsh,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,wickets,6.0,N,,S Ravi,RJ Tucker,2012
277,278,Cuttack,2012-04-22,B Lee,Barabati Stadium,0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,N,,BF Bowden,SK Tarapore,2012
278,279,Jaipur,2012-04-23,AB de Villiers,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,Royal Challengers Bengaluru,runs,46.0,N,,Asad Rauf,S Asnani,2012
279,280,Pune,2012-04-24,V Sehwag,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Delhi Capitals,Rising Pune Supergiant,bat,Delhi Capitals,wickets,8.0,N,,S Ravi,RJ Tucker,2012
280,281,Chandigarh,2012-04-25,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,wickets,4.0,N,,Aleem Dar,BNJ Oxenford,2012
281,282,Pune,2012-04-26,CL White,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,18.0,N,,S Ravi,RJ Tucker,2012
282,283,Delhi,2012-04-27,V Sehwag,Feroz Shah Kotla,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,37.0,N,,Aleem Dar,BNJ Oxenford,2012
283,284,Chennai,2012-04-28,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Kings XI Punjab,runs,7.0,N,,BF Bowden,SK Tarapore,2012
284,285,Kolkata,2012-04-28,G Gambhir,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,47.0,N,,Asad Rauf,BR Doctrove,2012
285,286,Delhi,2012-04-29,V Sehwag,Feroz Shah Kotla,0,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,1.0,N,,S Ravi,RJ Tucker,2012
286,287,Mumbai,2012-04-29,DW Steyn,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,wickets,5.0,N,,AK Chaudhary,BNJ Oxenford,2012
287,288,Chennai,2012-04-30,G Gambhir,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5.0,N,,BF Bowden,C Shamshuddin,2012
288,289,Cuttack,2012-05-01,KC Sangakkara,Barabati Stadium,0,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,13.0,N,,Aleem Dar,AK Chaudhary,2012
289,290,Jaipur,2012-05-01,P Negi,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Delhi Capitals,wickets,6.0,N,,JD Cloete,SJA Taufel,2012
290,291,Bengaluru,2012-05-02,Azhar Mahmood,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,4.0,N,,BF Bowden,C Shamshuddin,2012
291,292,Pune,2012-05-03,SL Malinga,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,1.0,N,,Asad Rauf,S Asnani,2012
292,293,Chennai,2012-05-04,SK Raina,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,runs,10.0,N,,HDPK Dharmasena,BNJ Oxenford,2012
293,294,Kolkata,2012-05-05,SP Narine,Eden Gardens,0,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,7.0,N,,BF Bowden,SK Tarapore,2012
294,295,Chandigarh,2012-05-05,SR Watson,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,43.0,N,,JD Cloete,SJA Taufel,2012
295,296,Mumbai,2012-05-06,DR Smith,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,2.0,N,,Asad Rauf,S Asnani,2012
296,297,Bengaluru,2012-05-06,AB de Villiers,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,5.0,N,,HDPK Dharmasena,BNJ Oxenford,2012
297,298,Delhi,2012-05-07,JH Kallis,Feroz Shah Kotla,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,6.0,N,,JD Cloete,S Ravi,2012
298,299,Pune,2012-05-08,SR Watson,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Rajasthan Royals,Rising Pune Supergiant,bat,Rajasthan Royals,wickets,7.0,N,,Asad Rauf,BR Doctrove,2012
299,300,Hyderabad,2012-05-08,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,field,Kings XI Punjab,runs,25.0,N,,HDPK Dharmasena,BNJ Oxenford,2012
300,301,Mumbai,2012-05-09,CH Gayle,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,9.0,N,,BF Bowden,VA Kulkarni,2012
301,302,Jaipur,2012-05-10,BW Hilfenhaus,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,N,,BNJ Oxenford,C Shamshuddin,2012
302,303,Pune,2012-05-11,CH Gayle,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Royal Challengers Bengaluru,Rising Pune Supergiant,field,Royal Challengers Bengaluru,runs,35.0,N,,BF Bowden,SK Tarapore,2012
303,304,Kolkata,2012-05-12,RG Sharma,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,27.0,N,,S Ravi,SJA Taufel,2012
304,305,Chennai,2012-05-12,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,wickets,9.0,N,,S Das,BR Doctrove,2012
305,306,Jaipur,2012-05-13,A Chandila,Sawai Mansingh Stadium,0,Rajasthan Royals,Rising Pune Supergiant,Rajasthan Royals,bat,Rajasthan Royals,runs,45.0,N,,BF Bowden,SK Tarapore,2012
306,307,Chandigarh,2012-05-13,DJ Hussey,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Kings XI Punjab,wickets,4.0,N,,HDPK Dharmasena,BNJ Oxenford,2012
307,308,Bengaluru,2012-05-14,AT Rayudu,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,N,,S Das,BR Doctrove,2012
308,309,Kolkata,2012-05-14,MEK Hussey,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,N,,JD Cloete,SJA Taufel,2012
309,310,Delhi,2012-05-15,UT Yadav,Feroz Shah Kotla,0,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,bat,Delhi Capitals,wickets,5.0,N,,HDPK Dharmasena,BNJ Oxenford,2012
310,311,Mumbai,2012-05-16,SP Narine,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,runs,32.0,N,,S Das,BR Doctrove,2012
311,312,Dharamsala,2012-05-17,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,N,,VA Kulkarni,SK Tarapore,2012
312,313,Delhi,2012-05-17,CH Gayle,Feroz Shah Kotla,0,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,field,Royal Challengers Bengaluru,runs,21.0,N,,HDPK Dharmasena,C Shamshuddin,2012
313,314,Hyderabad,2012-05-18,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,5.0,N,,S Ravi,SJA Taufel,2012
314,315,Dharamsala,2012-05-19,UT Yadav,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,N,,BF Bowden,VA Kulkarni,2012
315,316,Pune,2012-05-19,Shakib Al Hasan,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,34.0,N,,S Asnani,BR Doctrove,2012
316,317,Hyderabad,2012-05-20,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,9.0,N,,S Ravi,SJA Taufel,2012
317,318,Jaipur,2012-05-20,DR Smith,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,wickets,10.0,N,,HDPK Dharmasena,C Shamshuddin,2012
318,319,Pune,2012-05-22,YK Pathan,Subrata Roy Sahara Stadium,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,18.0,N,,BR Doctrove,SJA Taufel,2012
319,320,Bengaluru,2012-05-23,MS Dhoni,M Chinnaswamy Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,38.0,N,,BF Bowden,HDPK Dharmasena,2012
320,321,Chennai,2012-05-25,M Vijay,"MA Chidambaram Stadium, Chepauk",0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,runs,86.0,N,,BR Doctrove,SJA Taufel,2012
321,322,Chennai,2012-05-27,MS Bisla,"MA Chidambaram Stadium, Chepauk",0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5.0,N,,BF Bowden,SJA Taufel,2012
322,323,Kolkata,2013-04-03,SP Narine,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,N,,S Ravi,SJA Taufel,2013
323,324,Bengaluru,2013-04-04,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bengaluru,runs,2.0,N,,VA Kulkarni,C Shamshuddin,2013
324,325,Hyderabad,2013-04-05,A Mishra,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,Sunrisers Hyderabad,runs,22.0,N,,S Ravi,SJA Taufel,2013
325,326,Delhi,2013-04-06,R Dravid,Feroz Shah Kotla,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,5.0,N,,S Das,C Shamshuddin,2013
326,327,Chennai,2013-04-06,KA Pollard,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,N,,M Erasmus,VA Kulkarni,2013
327,328,Pune,2013-04-07,M Vohra,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,bat,Kings XI Punjab,wickets,8.0,N,,S Asnani,SJA Taufel,2013
328,329,Hyderabad,2013-04-07,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Sunrisers Hyderabad,tie,,Y,,AK Chaudhary,S Ravi,2013
329,330,Jaipur,2013-04-08,SK Trivedi,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,19.0,N,,Aleem Dar,S Das,2013
330,331,Mumbai,2013-04-09,KD Karthik,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,runs,44.0,N,,M Erasmus,VA Kulkarni,2013
331,332,Chandigarh,2013-04-10,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,10.0,N,,Aleem Dar,C Shamshuddin,2013
332,333,Bengaluru,2013-04-11,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,8.0,N,,Asad Rauf,AK Chaudhary,2013
333,334,Pune,2013-04-11,AJ Finch,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Rajasthan Royals,Rajasthan Royals,bat,Rising Pune Supergiant,wickets,7.0,N,,M Erasmus,K Srinath,2013
334,335,Delhi,2013-04-12,A Mishra,Feroz Shah Kotla,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,3.0,N,,Aleem Dar,Subroto Das,2013
335,336,Mumbai,2013-04-13,RG Sharma,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,Mumbai Indians,runs,41.0,N,,S Ravi,SJA Taufel,2013
336,337,Chennai,2013-04-13,RA Jadeja,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,N,,Asad Rauf,AK Chaudhary,2013
337,338,Kolkata,2013-04-14,G Gambhir,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,48.0,N,,M Erasmus,VA Kulkarni,2013
338,339,Jaipur,2013-04-14,JP Faulkner,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,N,,Aleem Dar,C Shamshuddin,2013
339,340,Chennai,2013-04-15,SPD Smith,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Rising Pune Supergiant,Rising Pune Supergiant,bat,Rising Pune Supergiant,runs,24.0,N,,Asad Rauf,AK Chaudhary,2013
340,341,Chandigarh,2013-04-16,MS Gony,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,runs,4.0,N,,CK Nandan,SJA Taufel,2013
341,342,Bengaluru,2013-04-16,V Kohli,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,tie,,Y,,M Erasmus,VA Kulkarni,2013
342,343,Pune,2013-04-17,A Mishra,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,Sunrisers Hyderabad,runs,11.0,N,,Asad Rauf,AK Chaudhary,2013
343,344,Jaipur,2013-04-17,AM Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,runs,87.0,N,,Aleem Dar,C Shamshuddin,2013
344,345,Delhi,2013-04-18,MEK Hussey,Feroz Shah Kotla,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,86.0,N,,M Erasmus,VA Kulkarni,2013
345,346,Hyderabad,2013-04-19,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,Sunrisers Hyderabad,wickets,5.0,N,,HDPK Dharmasena,CK Nandan,2013
346,347,Kolkata,2013-04-20,RA Jadeja,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,4.0,N,,Asad Rauf,AK Chaudhary,2013
347,348,Bengaluru,2013-04-20,R Vinay Kumar,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,7.0,N,,Aleem Dar,C Shamshuddin,2013
348,349,Delhi,2013-04-21,V Sehwag,Feroz Shah Kotla,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Delhi Capitals,wickets,9.0,N,,HDPK Dharmasena,S Ravi,2013
349,350,Chandigarh,2013-04-21,DA Miller,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,N,,M Erasmus,K Srinath,2013
350,351,Chennai,2013-04-22,MEK Hussey,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,5.0,N,,S Asnani,AK Chaudhary,2013
351,352,Bengaluru,2013-04-23,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Rising Pune Supergiant,Rising Pune Supergiant,field,Royal Challengers Bengaluru,runs,130.0,N,,Aleem Dar,C Shamshuddin,2013
